Timestamp,Channel1
2024-03-13 21:26:09,3864
2024-03-13 21:26:09,6
2024-03-13 21:26:09,11294
2024-03-13 21:26:09,15384
2024-03-13 21:26:09,6
2024-03-13 21:26:09,11294
2024-03-13 21:26:09,11294
2024-03-13 21:26:09,6
2024-03-13 21:26:09,11320
2024-03-13 21:26:09,11288
2024-03-13 21:26:09,3864
2024-03-13 21:26:09,15360
2024-03-13 21:26:09,6
2024-03-13 21:26:10,3128
2024-03-13 21:26:10,9016
2024-03-13 21:26:10,8198
2024-03-13 21:26:10,3102
2024-03-13 21:26:10,15384
2024-03-13 21:26:10,8198
2024-03-13 21:26:10,11320
2024-03-13 21:26:10,3102
2024-03-13 21:26:10,6
2024-03-13 21:26:10,4120
2024-03-13 21:26:10,798
2024-03-13 21:26:10,6
2024-03-13 21:26:10,12312
2024-03-13 21:26:10,8990
2024-03-13 21:26:10,8198
2024-03-13 21:26:10,3864
2024-03-13 21:26:10,9016
2024-03-13 21:26:10,8198
2024-03-13 21:26:10,3864
2024-03-13 21:26:10,8990
2024-03-13 21:26:10,8198
2024-03-13 21:26:10,3864
2024-03-13 21:26:10,8990
2024-03-13 21:26:10,8198
2024-03-13 21:26:10,3192
2024-03-13 21:26:10,11294
2024-03-13 21:26:10,8198
2024-03-13 21:26:10,11288
2024-03-13 21:26:10,15384
2024-03-13 21:26:10,6
2024-03-13 21:26:10,11320
2024-03-13 21:26:10,15384
2024-03-13 21:26:10,8198
2024-03-13 21:26:10,3128
2024-03-13 21:26:10,11288
2024-03-13 21:26:10,3102
2024-03-13 21:26:10,11288
2024-03-13 21:26:10,3096
2024-03-13 21:26:10,11320
2024-03-13 21:26:10,11294
2024-03-13 21:26:10,792
2024-03-13 21:26:10,11294
2024-03-13 21:26:10,8984
2024-03-13 21:26:10,3102
2024-03-13 21:26:10,8216
2024-03-13 21:26:10,3102
2024-03-13 21:26:10,3096
2024-03-13 21:26:10,8984
2024-03-13 21:26:10,8198
2024-03-13 21:26:10,11320
2024-03-13 21:26:10,8990
2024-03-13 21:26:10,8198
2024-03-13 21:26:10,3096
