Timestamp,Channel1
2024-04-15 23:44:31,6702
2024-04-15 23:44:33,6574
2024-04-15 23:44:33,6453
2024-04-15 23:44:33,7222
2024-04-15 23:44:33,6329
2024-04-15 23:44:33,6578
2024-04-15 23:44:33,5943
2024-04-15 23:44:33,6797
2024-04-15 23:44:33,1332
2024-04-15 23:44:33,6709
2024-04-15 23:44:33,6705
2024-04-15 23:44:33,6584
2024-04-15 23:44:33,6582
2024-04-15 23:44:33,6581
2024-04-15 23:44:33,6580
2024-04-15 23:44:33,6579
2024-04-15 23:44:33,6577
2024-04-15 23:44:33,6576
2024-04-15 23:44:33,6457
2024-04-15 23:44:33,6456
2024-04-15 23:44:33,6455
2024-04-15 23:44:33,6454
2024-04-15 23:44:33,6453
2024-04-15 23:44:33,6452
2024-04-15 23:44:33,6451
2024-04-15 23:44:33,6450
2024-04-15 23:44:33,6448
2024-04-15 23:44:33,6830
2024-04-15 23:44:33,6834
2024-04-15 23:44:33,1674
2024-04-15 23:44:33,6322
2024-04-15 23:44:33,6320
2024-04-15 23:44:33,7351
2024-04-15 23:44:33,7224
2024-04-15 23:44:33,7216
2024-04-15 23:44:33,7090
2024-04-15 23:44:33,6962
2024-04-15 23:44:33,6835
2024-04-15 23:44:33,6708
2024-04-15 23:44:33,6582
2024-04-15 23:44:33,6576
2024-04-15 23:44:33,6454
2024-04-15 23:44:33,6451
2024-04-15 23:44:33,6448
2024-04-15 23:44:33,6328
2024-04-15 23:44:33,6325
2024-04-15 23:44:33,6321
2024-04-15 23:44:33,7086
2024-04-15 23:44:33,6413
2024-04-15 23:44:33,1674
2024-04-15 23:44:33,1325
2024-04-15 23:44:33,5810
2024-04-15 23:44:33,5810
2024-04-15 23:44:33,5811
2024-04-15 23:44:33,5811
2024-04-15 23:44:33,5812
2024-04-15 23:44:33,5812
2024-04-15 23:44:33,5813
2024-04-15 23:44:33,5814
2024-04-15 23:44:33,5814
2024-04-15 23:44:33,5815
2024-04-15 23:44:33,5816
2024-04-15 23:44:33,5817
2024-04-15 23:44:33,5817
2024-04-15 23:44:33,5809
2024-04-15 23:44:33,5809
2024-04-15 23:44:33,5809
2024-04-15 23:44:33,5809
2024-04-15 23:44:33,6321
2024-04-15 23:44:33,6328
2024-04-15 23:44:33,5944
2024-04-15 23:44:33,6669
2024-04-15 23:44:33,5809
2024-04-15 23:44:33,5809
2024-04-15 23:44:33,5809
2024-04-15 23:44:33,5809
2024-04-15 23:44:33,5809
2024-04-15 23:44:33,5809
2024-04-15 23:44:33,5809
2024-04-15 23:44:33,5809
2024-04-15 23:44:33,5809
2024-04-15 23:44:33,5809
2024-04-15 23:44:33,5809
2024-04-15 23:44:33,5809
2024-04-15 23:44:33,5809
2024-04-15 23:44:33,5809
2024-04-15 23:44:33,5809
2024-04-15 23:44:33,5809
2024-04-15 23:44:33,5809
2024-04-15 23:44:33,5809
2024-04-15 23:44:33,6966
2024-04-15 23:44:33,5942
2024-04-15 23:44:33,7309
2024-04-15 23:44:33,1325
2024-04-15 23:44:33,5809
2024-04-15 23:44:33,5809
2024-04-15 23:44:33,5809
2024-04-15 23:44:33,5809
2024-04-15 23:44:33,5809
2024-04-15 23:44:33,5809
2024-04-15 23:44:33,5809
2024-04-15 23:44:33,5809
2024-04-15 23:44:33,5809
2024-04-15 23:44:33,5809
2024-04-15 23:44:33,5809
2024-04-15 23:44:33,5809
2024-04-15 23:44:33,5809
2024-04-15 23:44:33,5809
2024-04-15 23:44:33,5809
2024-04-15 23:44:33,5809
2024-04-15 23:44:33,5809
2024-04-15 23:44:33,6328
2024-04-15 23:44:33,6190
2024-04-15 23:44:33,6157
2024-04-15 23:44:33,1325
2024-04-15 23:44:33,5809
2024-04-15 23:44:33,5809
2024-04-15 23:44:33,5809
2024-04-15 23:44:33,5809
2024-04-15 23:44:33,5809
2024-04-15 23:44:33,5809
2024-04-15 23:44:33,5809
2024-04-15 23:44:33,5809
2024-04-15 23:44:33,5809
2024-04-15 23:44:33,5809
2024-04-15 23:44:33,5809
2024-04-15 23:44:33,5809
2024-04-15 23:44:33,5809
2024-04-15 23:44:33,5809
2024-04-15 23:44:33,5809
2024-04-15 23:44:33,5809
2024-04-15 23:44:33,5809
2024-04-15 23:44:33,6326
2024-04-15 23:44:33,6830
2024-04-15 23:44:33,6192
2024-04-15 23:44:33,1674
2024-04-15 23:44:33,5809
2024-04-15 23:44:33,5809
2024-04-15 23:44:33,5809
2024-04-15 23:44:33,5809
2024-04-15 23:44:33,5809
2024-04-15 23:44:33,5809
2024-04-15 23:44:33,5809
2024-04-15 23:44:33,5809
2024-04-15 23:44:33,5809
2024-04-15 23:44:33,5809
2024-04-15 23:44:33,5809
2024-04-15 23:44:33,5809
2024-04-15 23:44:33,5809
2024-04-15 23:44:33,5809
2024-04-15 23:44:33,5809
2024-04-15 23:44:33,5809
2024-04-15 23:44:33,5809
2024-04-15 23:44:33,6322
2024-04-15 23:44:33,7214
2024-04-15 23:44:33,6584
2024-04-15 23:44:33,1674
2024-04-15 23:44:33,5809
2024-04-15 23:44:33,5809
2024-04-15 23:44:33,5809
2024-04-15 23:44:33,5809
2024-04-15 23:44:33,5809
2024-04-15 23:44:33,5809
2024-04-15 23:44:33,5809
2024-04-15 23:44:33,5809
2024-04-15 23:44:33,5809
2024-04-15 23:44:33,5809
2024-04-15 23:44:33,5817
2024-04-15 23:44:33,5817
2024-04-15 23:44:33,5817
2024-04-15 23:44:33,5816
2024-04-15 23:44:33,5816
2024-04-15 23:44:33,5815
2024-04-15 23:44:33,5815
2024-04-15 23:44:33,7093
2024-04-15 23:44:33,6830
2024-04-15 23:44:33,6669
2024-04-15 23:44:33,1325
2024-04-15 23:44:33,5815
2024-04-15 23:44:33,5814
2024-04-15 23:44:33,5814
2024-04-15 23:44:33,5813
2024-04-15 23:44:33,5812
2024-04-15 23:44:33,5811
2024-04-15 23:44:33,5811
2024-04-15 23:44:34,5811
2024-04-15 23:44:34,5812
2024-04-15 23:44:34,5814
2024-04-15 23:44:34,5814
2024-04-15 23:44:34,5814
2024-04-15 23:44:34,5814
2024-04-15 23:44:34,5813
2024-04-15 23:44:34,5812
2024-04-15 23:44:34,5812
2024-04-15 23:44:34,5812
2024-04-15 23:44:34,5812
2024-04-15 23:44:34,6958
2024-04-15 23:44:34,6456
2024-04-15 23:44:34,1674
2024-04-15 23:44:34,5811
2024-04-15 23:44:34,5810
2024-04-15 23:44:34,5810
2024-04-15 23:44:34,5809
2024-04-15 23:44:34,5809
2024-04-15 23:44:34,5809
2024-04-15 23:44:34,5809
2024-04-15 23:44:34,5810
2024-04-15 23:44:34,5810
2024-04-15 23:44:34,5810
2024-04-15 23:44:34,5809
2024-04-15 23:44:34,5809
2024-04-15 23:44:34,5809
2024-04-15 23:44:34,5815
2024-04-15 23:44:34,5809
2024-04-15 23:44:34,7086
2024-04-15 23:44:34,6327
2024-04-15 23:44:34,6454
2024-04-15 23:44:34,6574
2024-04-15 23:44:34,6326
2024-04-15 23:44:34,1674
2024-04-15 23:44:34,6453
2024-04-15 23:44:34,6328
2024-04-15 23:44:34,6324
2024-04-15 23:44:34,6326
2024-04-15 23:44:34,6451
2024-04-15 23:44:34,6579
2024-04-15 23:44:34,6704
2024-04-15 23:44:34,6705
2024-04-15 23:44:34,6580
2024-04-15 23:44:34,6448
2024-04-15 23:44:34,7214
2024-04-15 23:44:34,6958
2024-04-15 23:44:34,6325
2024-04-15 23:44:34,6456
2024-04-15 23:44:34,6580
2024-04-15 23:44:34,6576
2024-04-15 23:44:34,6450
2024-04-15 23:44:34,6328
2024-04-15 23:44:34,6450
2024-04-15 23:44:34,5941
2024-04-15 23:44:34,1674
2024-04-15 23:44:34,6320
2024-04-15 23:44:34,6322
2024-04-15 23:44:34,6323
2024-04-15 23:44:34,6321
2024-04-15 23:44:34,7347
2024-04-15 23:44:34,6966
2024-04-15 23:44:34,6710
2024-04-15 23:44:34,6583
2024-04-15 23:44:34,6704
2024-04-15 23:44:34,6836
2024-04-15 23:44:34,6969
2024-04-15 23:44:34,7216
2024-04-15 23:44:34,7216
2024-04-15 23:44:34,7088
2024-04-15 23:44:34,6839
2024-04-15 23:44:34,6713
2024-04-15 23:44:34,6833
2024-04-15 23:44:34,6841
2024-04-15 23:44:34,7088
2024-04-15 23:44:34,5938
2024-04-15 23:44:34,6285
2024-04-15 23:44:34,1334
2024-04-15 23:44:34,6834
2024-04-15 23:44:34,6833
2024-04-15 23:44:34,6838
2024-04-15 23:44:34,6967
2024-04-15 23:44:34,7096
2024-04-15 23:44:34,7223
2024-04-15 23:44:34,7346
2024-04-15 23:44:34,7349
2024-04-15 23:44:34,7351
2024-04-15 23:44:34,7353
2024-04-15 23:44:34,7353
2024-04-15 23:44:34,7348
2024-04-15 23:44:34,7222
2024-04-15 23:44:34,7096
2024-04-15 23:44:34,7089
2024-04-15 23:44:34,6966
2024-04-15 23:44:34,6961
2024-04-15 23:44:34,6838
2024-04-15 23:44:34,6702
2024-04-15 23:44:34,6541
2024-04-15 23:44:34,1333
2024-04-15 23:44:34,6841
2024-04-15 23:44:34,6965
2024-04-15 23:44:34,7090
2024-04-15 23:44:34,7093
2024-04-15 23:44:34,7093
2024-04-15 23:44:34,7091
2024-04-15 23:44:34,7088
2024-04-15 23:44:34,6967
2024-04-15 23:44:34,6966
2024-04-15 23:44:34,6966
2024-04-15 23:44:34,6966
2024-04-15 23:44:34,6965
2024-04-15 23:44:34,6962
2024-04-15 23:44:34,6962
2024-04-15 23:44:34,6967
2024-04-15 23:44:34,7096
2024-04-15 23:44:34,7345
2024-04-15 23:44:34,6320
2024-04-15 23:44:34,6199
2024-04-15 23:44:34,5944
2024-04-15 23:44:34,1674
2024-04-15 23:44:34,7095
2024-04-15 23:44:34,7097
2024-04-15 23:44:34,7221
2024-04-15 23:44:34,7348
2024-04-15 23:44:34,6320
2024-04-15 23:44:34,6320
2024-04-15 23:44:34,6320
2024-04-15 23:44:34,6320
2024-04-15 23:44:34,7351
2024-04-15 23:44:34,7347
2024-04-15 23:44:34,7346
2024-04-15 23:44:34,7345
2024-04-15 23:44:34,7225
2024-04-15 23:44:34,7223
2024-04-15 23:44:34,7221
2024-04-15 23:44:34,7219
2024-04-15 23:44:34,7217
2024-04-15 23:44:34,7216
2024-04-15 23:44:34,6190
2024-04-15 23:44:34,6962
2024-04-15 23:44:34,1674
2024-04-15 23:44:34,7218
2024-04-15 23:44:34,7097
2024-04-15 23:44:34,7092
2024-04-15 23:44:34,7089
2024-04-15 23:44:34,6969
2024-04-15 23:44:34,6968
2024-04-15 23:44:34,6969
2024-04-15 23:44:34,6969
2024-04-15 23:44:34,7088
2024-04-15 23:44:34,7088
2024-04-15 23:44:34,7089
2024-04-15 23:44:34,7091
2024-04-15 23:44:34,7093
2024-04-15 23:44:34,7095
2024-04-15 23:44:34,7217
2024-04-15 23:44:34,7221
2024-04-15 23:44:34,7224
2024-04-15 23:44:34,7224
2024-04-15 23:44:34,7222
2024-04-15 23:44:34,5941
2024-04-15 23:44:34,1674
2024-04-15 23:44:34,6969
2024-04-15 23:44:34,6963
2024-04-15 23:44:34,6840
2024-04-15 23:44:34,6837
2024-04-15 23:44:34,6837
2024-04-15 23:44:34,6840
2024-04-15 23:44:34,6964
2024-04-15 23:44:34,7090
2024-04-15 23:44:34,7093
2024-04-15 23:44:34,7093
2024-04-15 23:44:34,7089
2024-04-15 23:44:34,6968
2024-04-15 23:44:34,6967
2024-04-15 23:44:34,6967
2024-04-15 23:44:34,6967
2024-04-15 23:44:34,6966
2024-04-15 23:44:34,6966
2024-04-15 23:44:34,6969
2024-04-15 23:44:34,7090
2024-04-15 23:44:34,5941
2024-04-15 23:44:34,6669
2024-04-15 23:44:34,1334
2024-04-15 23:44:34,6964
2024-04-15 23:44:34,6963
2024-04-15 23:44:34,6964
2024-04-15 23:44:34,7088
2024-04-15 23:44:34,7095
2024-04-15 23:44:34,7221
2024-04-15 23:44:34,7224
2024-04-15 23:44:34,7221
2024-04-15 23:44:34,7094
2024-04-15 23:44:34,6965
2024-04-15 23:44:34,6839
2024-04-15 23:44:34,6835
2024-04-15 23:44:34,6837
2024-04-15 23:44:34,6840
2024-04-15 23:44:34,6962
2024-04-15 23:44:34,6962
2024-04-15 23:44:34,6840
2024-04-15 23:44:34,6833
2024-04-15 23:44:34,6446
2024-04-15 23:44:34,6541
2024-04-15 23:44:34,1330
2024-04-15 23:44:34,6450
2024-04-15 23:44:34,6449
2024-04-15 23:44:34,6451
2024-04-15 23:44:34,6453
2024-04-15 23:44:34,6457
2024-04-15 23:44:34,6576
2024-04-15 23:44:34,6576
2024-04-15 23:44:34,6577
2024-04-15 23:44:34,6577
2024-04-15 23:44:34,6578
2024-04-15 23:44:34,6579
2024-04-15 23:44:34,6579
2024-04-15 23:44:34,6581
2024-04-15 23:44:34,6585
2024-04-15 23:44:34,6708
2024-04-15 23:44:34,6711
2024-04-15 23:44:34,6710
2024-04-15 23:44:34,6710
2024-04-15 23:44:34,6830
2024-04-15 23:44:34,6195
2024-04-15 23:44:34,1674
2024-04-15 23:44:34,6704
2024-04-15 23:44:34,6585
2024-04-15 23:44:34,6585
2024-04-15 23:44:34,6584
2024-04-15 23:44:34,6583
2024-04-15 23:44:34,6580
2024-04-15 23:44:34,6578
2024-04-15 23:44:34,6457
2024-04-15 23:44:34,6454
2024-04-15 23:44:34,6450
2024-04-15 23:44:34,6327
2024-04-15 23:44:34,6325
2024-04-15 23:44:34,6325
2024-04-15 23:44:34,6326
2024-04-15 23:44:34,6327
2024-04-15 23:44:34,6326
2024-04-15 23:44:34,6325
2024-04-15 23:44:34,6323
2024-04-15 23:44:35,6322
2024-04-15 23:44:35,7090
2024-04-15 23:44:35,1674
2024-04-15 23:44:35,7086
2024-04-15 23:44:35,6830
2024-04-15 23:44:35,6574
2024-04-15 23:44:35,6702
2024-04-15 23:44:35,7086
2024-04-15 23:44:35,6324
2024-04-15 23:44:35,6448
2024-04-15 23:44:35,6450
2024-04-15 23:44:35,6329
2024-04-15 23:44:35,6324
2024-04-15 23:44:35,7342
2024-04-15 23:44:35,6958
2024-04-15 23:44:35,6702
2024-04-15 23:44:35,6702
2024-04-15 23:44:35,7086
2024-04-15 23:44:35,6322
2024-04-15 23:44:35,6325
2024-04-15 23:44:35,6326
2024-04-15 23:44:35,6323
2024-04-15 23:44:35,5938
2024-04-15 23:44:35,1332
2024-04-15 23:44:35,6446
2024-04-15 23:44:35,6190
2024-04-15 23:44:35,5808
2024-04-15 23:44:35,5808
2024-04-15 23:44:35,6190
2024-04-15 23:44:35,5809
2024-04-15 23:44:35,5812
2024-04-15 23:44:35,5815
2024-04-15 23:44:35,5814
2024-04-15 23:44:35,5812
2024-04-15 23:44:35,5808
2024-04-15 23:44:35,6574
2024-04-15 23:44:35,6958
2024-04-15 23:44:35,7086
2024-04-15 23:44:35,6958
2024-04-15 23:44:35,6702
2024-04-15 23:44:35,6318
2024-04-15 23:44:35,5809
2024-04-15 23:44:35,6446
2024-04-15 23:44:35,6838
2024-04-15 23:44:35,1674
2024-04-15 23:44:35,5811
2024-04-15 23:44:35,5812
2024-04-15 23:44:35,5813
2024-04-15 23:44:35,5814
2024-04-15 23:44:35,5816
2024-04-15 23:44:35,5809
2024-04-15 23:44:35,5809
2024-04-15 23:44:35,5817
2024-04-15 23:44:35,5813
2024-04-15 23:44:35,5809
2024-04-15 23:44:35,5808
2024-04-15 23:44:35,5808
2024-04-15 23:44:35,5812
2024-04-15 23:44:35,5809
2024-04-15 23:44:35,5809
2024-04-15 23:44:35,5810
2024-04-15 23:44:35,5810
2024-04-15 23:44:35,5810
2024-04-15 23:44:35,5810
2024-04-15 23:44:35,6446
2024-04-15 23:44:35,7088
2024-04-15 23:44:35,1325
2024-04-15 23:44:35,5809
2024-04-15 23:44:35,5810
2024-04-15 23:44:35,5810
2024-04-15 23:44:35,5811
2024-04-15 23:44:35,5811
2024-04-15 23:44:35,5811
2024-04-15 23:44:35,5811
2024-04-15 23:44:35,5810
2024-04-15 23:44:35,5810
2024-04-15 23:44:35,5810
2024-04-15 23:44:35,5809
2024-04-15 23:44:35,5810
2024-04-15 23:44:35,5810
2024-04-15 23:44:35,5811
2024-04-15 23:44:35,5812
2024-04-15 23:44:35,5812
2024-04-15 23:44:35,5812
2024-04-15 23:44:35,5812
2024-04-15 23:44:35,7086
2024-04-15 23:44:35,7096
2024-04-15 23:44:35,1674
2024-04-15 23:44:35,5810
2024-04-15 23:44:35,5811
2024-04-15 23:44:35,5811
2024-04-15 23:44:35,5811
2024-04-15 23:44:35,5811
2024-04-15 23:44:35,5811
2024-04-15 23:44:35,5811
2024-04-15 23:44:35,5811
2024-04-15 23:44:35,5810
2024-04-15 23:44:35,5810
2024-04-15 23:44:35,5810
2024-04-15 23:44:35,5810
2024-04-15 23:44:35,5810
2024-04-15 23:44:35,5810
2024-04-15 23:44:35,5810
2024-04-15 23:44:35,5809
2024-04-15 23:44:35,5809
2024-04-15 23:44:35,5809
2024-04-15 23:44:35,6328
2024-04-15 23:44:35,6705
2024-04-15 23:44:35,1674
2024-04-15 23:44:35,5811
2024-04-15 23:44:35,5812
2024-04-15 23:44:35,5812
2024-04-15 23:44:35,5812
2024-04-15 23:44:35,5812
2024-04-15 23:44:35,5812
2024-04-15 23:44:35,5811
2024-04-15 23:44:35,5811
2024-04-15 23:44:35,5811
2024-04-15 23:44:35,5811
2024-04-15 23:44:35,5811
2024-04-15 23:44:35,5811
2024-04-15 23:44:35,5811
2024-04-15 23:44:35,5811
2024-04-15 23:44:35,5811
2024-04-15 23:44:35,5811
2024-04-15 23:44:35,5811
2024-04-15 23:44:35,5811
2024-04-15 23:44:35,6578
2024-04-15 23:44:35,5939
2024-04-15 23:44:35,6925
2024-04-15 23:44:35,1325
2024-04-15 23:44:35,5811
2024-04-15 23:44:35,5811
2024-04-15 23:44:35,5811
2024-04-15 23:44:35,5811
2024-04-15 23:44:35,5810
2024-04-15 23:44:35,5810
2024-04-15 23:44:35,5810
2024-04-15 23:44:35,5810
2024-04-15 23:44:35,5811
2024-04-15 23:44:35,5811
2024-04-15 23:44:35,5811
2024-04-15 23:44:35,5810
2024-04-15 23:44:35,5810
2024-04-15 23:44:35,5810
2024-04-15 23:44:35,5810
2024-04-15 23:44:35,5810
2024-04-15 23:44:35,5811
2024-04-15 23:44:35,6581
2024-04-15 23:44:35,5937
2024-04-15 23:44:35,6285
2024-04-15 23:44:35,1325
2024-04-15 23:44:35,5811
2024-04-15 23:44:35,5811
2024-04-15 23:44:35,5811
2024-04-15 23:44:35,5810
2024-04-15 23:44:35,5810
2024-04-15 23:44:35,5810
2024-04-15 23:44:35,5809
2024-04-15 23:44:35,5809
2024-04-15 23:44:35,5809
2024-04-15 23:44:35,5809
2024-04-15 23:44:35,5809
2024-04-15 23:44:35,5810
2024-04-15 23:44:35,5810
2024-04-15 23:44:35,5810
2024-04-15 23:44:35,5810
2024-04-15 23:44:35,5810
2024-04-15 23:44:35,5811
2024-04-15 23:44:35,5811
2024-04-15 23:44:35,6702
2024-04-15 23:44:35,7346
2024-04-15 23:44:35,1325
2024-04-15 23:44:35,5811
2024-04-15 23:44:35,5811
2024-04-15 23:44:35,5810
2024-04-15 23:44:35,5810
2024-04-15 23:44:35,5810
2024-04-15 23:44:35,5810
2024-04-15 23:44:35,5810
2024-04-15 23:44:35,5811
2024-04-15 23:44:35,5811
2024-04-15 23:44:35,5811
2024-04-15 23:44:35,5811
2024-04-15 23:44:35,5811
2024-04-15 23:44:35,5811
2024-04-15 23:44:35,5811
2024-04-15 23:44:35,5810
2024-04-15 23:44:35,5810
2024-04-15 23:44:35,5809
2024-04-15 23:44:35,5809
2024-04-15 23:44:35,6702
2024-04-15 23:44:35,6579
2024-04-15 23:44:35,1674
2024-04-15 23:44:35,5809
2024-04-15 23:44:35,5809
2024-04-15 23:44:35,5809
2024-04-15 23:44:35,5809
2024-04-15 23:44:35,5809
2024-04-15 23:44:35,5809
2024-04-15 23:44:35,5810
2024-04-15 23:44:35,5810
2024-04-15 23:44:35,5810
2024-04-15 23:44:35,5810
2024-04-15 23:44:35,5810
2024-04-15 23:44:35,5810
2024-04-15 23:44:35,5810
2024-04-15 23:44:35,5810
2024-04-15 23:44:35,5810
2024-04-15 23:44:35,5810
2024-04-15 23:44:35,5810
2024-04-15 23:44:35,5809
2024-04-15 23:44:35,6325
2024-04-15 23:44:35,6450
2024-04-15 23:44:35,1325
2024-04-15 23:44:35,5809
2024-04-15 23:44:35,5809
2024-04-15 23:44:35,5809
2024-04-15 23:44:35,5810
2024-04-15 23:44:35,5812
2024-04-15 23:44:35,5814
2024-04-15 23:44:35,5814
2024-04-15 23:44:35,5813
2024-04-15 23:44:35,5812
2024-04-15 23:44:35,5810
2024-04-15 23:44:35,5812
2024-04-15 23:44:35,5817
2024-04-15 23:44:35,5809
2024-04-15 23:44:35,5810
2024-04-15 23:44:35,5810
2024-04-15 23:44:35,5811
2024-04-15 23:44:35,5811
2024-04-15 23:44:35,5810
2024-04-15 23:44:35,6451
2024-04-15 23:44:35,5945
2024-04-15 23:44:35,6925
2024-04-15 23:44:35,1325
